Parent Department,Organisation,Unit,Reporting Senior Post,Grade,Generic Job Title,Professional/ Occupational Group,Payscale Minimum (£),Payscale Maximum (£),Number of Posts in FTE
Ministry of Justice,AGY - HMCTS,"CT Hampshire, Wiltshire, IOW Cluster",HMCTS36,SEO,Operation Delivery.Business Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Hampshire, Wiltshire, IOW Cluster",HMCTS36,SEO,Operation Delivery.Senior Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Hampshire, Wiltshire, IOW Cluster",HMCTS36,SEO,Operation Delivery.Team Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Hampshire, Wiltshire, IOW Cluster",HMCTS36,SEO,Operational Manager.,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Hampshire, Wiltshire, IOW Cluster",HMCTS43,SEO,Operation Delivery.Team Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,"CT Hampshire, Wiltshire, IOW Cluster",HMCTS52,AO,Operation Delivery.Admin Officer,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS43,G7,Operation Delivery.Head of Operations,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Law.Court Usher,Operational Delivery,15511,20195,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Operation Delivery.Admin Assistant,Operational Delivery,15511,20195,8.24541
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Operation Delivery.Admin Officer,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Operation Delivery.Business Support,Operational Delivery,15511,20195,0.8
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Operation Delivery.Court Usher,Operational Delivery,15511,20195,12.07433
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Operation Delivery.Finance,Operational Delivery,15511,20195,0.93243
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Operation Delivery.Scheduled Usher,Operational Delivery,15511,20195,0.5
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Operation Delivery.Usher,Operational Delivery,15511,20195,21.65948
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Other.Court Usher,Operational Delivery,15511,20195,3
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AA,Other.Usher,Operational Delivery,15511,20195,2.6
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Administration - General.,Operational Delivery,18514,24519,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Finance.Court Officer,Operational Delivery,18514,24519,0.6
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Law.Admin Assistant,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Law.Admin Officer,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Admin Assistant,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Admin Officer,Operational Delivery,18514,24519,118.07324
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Bailiff,Operational Delivery,18514,24519,10.51
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Business Manager,Operational Delivery,18514,24519,0.40541
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Civil Enforcement,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Court Admin,Operational Delivery,18514,24519,15.48407
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Court Manager,Operational Delivery,18514,24519,0.60811
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Court Officer,Operational Delivery,18514,24519,0.81081
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Enforcement,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Finance,Operational Delivery,18514,24519,4.81405
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Justices' Clerk,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Other.Admin Officer,Operational Delivery,18514,24519,1.25676
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,AO,Other.Bailiff,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Law.Court Admin,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Law.Team Leader/Supervisor,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Admin Officer,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Bailiff Manager,Operational Delivery,20755,32600,1.6
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Business Manager,Operational Delivery,20755,32600,0.7973
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Case Progression Officer,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Court Admin,Operational Delivery,20755,32600,3.70595
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Court Officer,Operational Delivery,20755,32600,5.43243
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Judges Clerk,Operational Delivery,20755,32600,3
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Justices' Clerk,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Personal Secretary,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,20755,32600,29.7
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operation Delivery.Team Manager,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operational Research.Team Leader/Supervisor,Operational Delivery,20755,32600,0.59784
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Operational Support.,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Other.Business Support,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Other.Court Officer,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Other.Justices' Clerk,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,EO,Other.Team Leader/Supervisor,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,G7,Law.Deputy Justices' Clerk,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,G7,Law.Legal Adviser,Legal,43038,80756,5
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,HEO,Operation Delivery.Business Manager,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,HEO,Operation Delivery.Business Support,Operational Delivery,23647,41485,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,HEO,Operation Delivery.Court Manager,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,HEO,Operation Delivery.Legal Adviser - Trainee,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,HEO,Operation Delivery.Senior Manager,Operational Delivery,23647,41485,2
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,HEO,Operation Delivery.Team Manager,Operational Delivery,23647,41485,7.6
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,HEO,Other.Court Admin,Operational Delivery,23647,41485,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,SEO,Law.Legal Adviser,Legal,30531,53768,23.0146
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,SEO,Operation Delivery.Head of Operations,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,SEO,Operation Delivery.Legal Adviser,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,SEO,Operation Delivery.Legal Adviser - Trainee,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,SEO,Operation Delivery.Senior Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Humber & S Yorks Cluster,HMCTS72,SEO,Other.Business Support,Operational Delivery,30531,53768,2
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS43,G7,Other.Business Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS43,SEO,Operation Delivery.Business Manager,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AA,Communications and Marketing.Court Usher,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AA,Operation Delivery.Admin Assistant,Operational Delivery,15511,20195,6.93244
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AA,Operation Delivery.Admin Officer,Operational Delivery,15511,20195,2.58333
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AA,Operation Delivery.Court Usher,Operational Delivery,15511,20195,9.43243
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AA,Operation Delivery.Usher,Operational Delivery,15511,20195,20.64649
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AA,Other.Court Usher,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AA,Other.Usher,Operational Delivery,15511,20195,2
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Administration - General.,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Operation Delivery.Admin Assistant,Operational Delivery,18514,24519,2.45946
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Operation Delivery.Admin Officer,Operational Delivery,18514,24519,73.91021
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Operation Delivery.Bailiff,Operational Delivery,18514,24519,7.5
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Operation Delivery.Court Admin,Operational Delivery,18514,24519,3
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Operation Delivery.Court Officer,Operational Delivery,18514,24519,0.59459
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Operation Delivery.Judicial Secretariat,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Other.Admin Assistant,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Other.Admin Officer,Operational Delivery,18514,24519,2.72673
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,AO,Other.Court Admin,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Administration - General.,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Law.Judges Clerk,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Admin Officer,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Bailiff,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Business Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Court Admin,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Court Officer,Operational Delivery,20755,32600,8.05405
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Judges Clerk,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,20755,32600,25.52324
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Operation Delivery.Team Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,EO,Other.Team Leader/Supervisor,Operational Delivery,20755,32600,1.2973
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,G7,Law.Deputy Justices' Clerk,Operational Delivery,43038,80756,2
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,G7,Law.Legal Adviser,Legal,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,G7,Law.Team Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,G7,Operation Delivery.Deputy Justices' Clerk,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,HEO,Operation Delivery.Business Support,Operational Delivery,23647,41485,1.81081
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,HEO,Operation Delivery.Court Manager,Operational Delivery,23647,41485,3.60595
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Law.Legal Adviser,Legal,30531,53768,18.12218
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Operation Delivery.Admin Officer,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Operation Delivery.Business Manager,Operational Delivery,30531,53768,0.86486
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Operation Delivery.Learning & Development,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Operation Delivery.Legal Adviser - Trainee,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Operation Delivery.Senior Manager,Operational Delivery,30531,53768,1.4054
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Operational Support.,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Kent Cluster,HMCTS69,SEO,Other.Legal Adviser - Trainee,Operational Delivery,30531,53768,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS43,G7,Operation Delivery.Senior Manager,Operational Delivery,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Law.Court Usher,Operational Delivery,15511,20195,0.59459
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Operation Delivery.Admin Assistant,Operational Delivery,15511,20195,3.85135
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Operation Delivery.Admin Officer,Operational Delivery,15511,20195,1.81081
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Operation Delivery.Court Usher,Operational Delivery,15511,20195,12.42974
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Operation Delivery.Scheduled Usher,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Operation Delivery.Senior Manager,Operational Delivery,15511,20195,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Operation Delivery.Usher,Operational Delivery,15511,20195,14.76487
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Other.Court Usher,Operational Delivery,15511,20195,0.81081
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AA,Other.Usher,Operational Delivery,15511,20195,0.6
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Administration - General.,Operational Delivery,18514,24519,0.6
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Operation Delivery.Admin Officer,Operational Delivery,18514,24519,92.17111
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Operation Delivery.Bailiff,Operational Delivery,18514,24519,5.8
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Operation Delivery.Business Support,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,18514,24519,1.64865
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Other.Admin Officer,Operational Delivery,18514,24519,4.48649
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Other.Court Admin,Operational Delivery,18514,24519,0.8
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,AO,Other.Team Leader/Supervisor,Operational Delivery,18514,24519,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Administration - General.,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Information Technology.Court Officer,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Operation Delivery.Bailiff Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Operation Delivery.Business Support,Operational Delivery,20755,32600,2
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Operation Delivery.Case Progression Officer,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Operation Delivery.Court Officer,Operational Delivery,20755,32600,6
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Operation Delivery.Team Leader/Supervisor,Operational Delivery,20755,32600,26.14459
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Operation Delivery.Team Manager,Operational Delivery,20755,32600,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,EO,Other.Court Officer,Operational Delivery,20755,32600,1.8
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,G7,Law.Deputy Justices' Clerk,Operational Delivery,43038,80756,2
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,G7,Law.Legal Adviser,Legal,43038,80756,1
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,G7,Law.Team Manager,Operational Delivery,43038,80756,2
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,G7,Operation Delivery.Team Manager,Operational Delivery,43038,80756,2
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,HEO,Operation Delivery.Court Manager,Operational Delivery,23647,41485,3
Ministry of Justice,AGY - HMCTS,CT Lancashire Cluster,HMCTS74,HEO,Operation Delivery.Finance,Operational Delivery,23647,41485,1
